HG01138	27
HG01139	29
HG01140	30
HG01141	26
HG01142	30
HG01148	27
HG01149	48
HG01150	28
HG01161	27
HG01162	25
HG01164	26
HG01167	39
HG01168	26
HG01169	24
HG01170	25
HG01171	29
HG01172	27
HG01173	26
HG01174	27
HG01175	26
HG01176	37
HG01177	30
HG01178	28
HG01182	29
HG01183	31
HG01184	27
HG01187	27
HG01188	27
HG01189	28
HG01190	28
HG01191	29
HG01192	25
HG01197	27
HG01198	28
HG01199	28
HG01200	28
HG01204	26
HG01205	31
HG01206	25
HG01241	28
HG01242	27
HG01243	26
HG01247	27
HG01248	37
HG01249	24
HG01250	31
HG01251	27
HG01252	28
HG01253	28
HG01254	31
HG01255	28
HG01256	30
HG01257	27
HG01258	28
HG01259	28
HG01260	31
HG01261	28
HG01269	28
HG01271	30
HG01272	27
HG01273	28
HG01274	28
HG01275	28
HG01276	24
HG01277	27
HG01278	27
HG01279	24
HG01280	28
HG01281	28
HG01284	27
HG01286	31
HG01302	27
HG01303	25
HG01305	27
HG01308	27
HG01311	29
HG01312	28
HG01323	28
HG01325	28
HG01326	28
HG01334	28
HG01341	28
HG01342	26
HG01343	27
HG01344	29
HG01345	27
HG01346	27
HG01347	27
HG01348	30
HG01349	28
HG01350	27
HG01351	25
HG01352	27
HG01353	38
HG01354	29
HG01355	27
HG01356	28
HG01357	25
HG01358	30
HG01359	27
HG01360	27
HG01361	28
HG01362	26
HG01363	27
HG01365	29
HG01366	27
HG01367	25
HG01369	31
HG01372	28
HG01374	29
HG01375	27
HG01376	28
HG01377	30
HG01378	37
HG01379	28
HG01383	29
HG01384	26
HG01385	26
HG01389	26
HG01390	29
HG01391	28
HG01392	28
HG01393	25
HG01395	30
HG01396	28
HG01398	28
HG01402	28
HG01403	25
HG01405	29
HG01412	28
HG01413	28
HG01414	27
HG01431	27
HG01432	25
HG01433	29
HG01435	28
HG01437	28
HG01438	29
HG01439	28
HG01440	28
HG01441	28
HG01443	26
HG01444	27
HG01447	29
HG01455	27
HG01456	28
HG01457	25
HG01459	27
HG01461	28
HG01462	28
HG01463	26
HG01464	29
HG01465	26
HG01466	25
HG01468	27
HG01474	26
HG01479	28
HG01485	28
HG01486	27
HG01488	29
HG01489	26
HG01490	24
HG01491	40
HG01492	28
HG01493	25
HG01494	28
HG01495	26
HG01496	25
HG01497	27
HG01498	26
HG01499	24
HG01500	27
HG01501	28
HG01502	28
HG01503	46
HG01504	56
HG01505	26
HG01506	27
HG01507	27
HG01508	30
HG01509	25
HG01510	26
HG01511	29
HG01512	26
HG01513	25
HG01514	28
HG01515	26
HG01516	28
HG01517	28
HG01518	27
HG01519	27
HG01520	26
HG01521	26
HG01522	27
HG01523	29
HG01524	26
HG01525	29
HG01526	35
HG01527	28
HG01528	26
HG01529	27
HG01530	27
HG01531	27
HG01532	29
HG01536	28
HG01537	26
HG01538	30
HG01550	27
HG01551	27
HG01552	25
HG01556	26
HG01565	33
HG01566	29
HG01567	29
HG01571	29
HG01572	25
HG01573	26
HG01577	27
HG01578	29
HG01579	31
HG01583	30
HG01586	27
HG01589	27
HG01593	28
HG01595	28
HG01596	29
HG01597	29
HG01598	27
HG01599	29
HG01600	48
HG01601	29
HG01602	26
HG01603	27
HG01604	31
HG01605	27
HG01606	25
HG01607	27
HG01608	26
HG01609	31
HG01610	26
HG01611	30
HG01612	27
HG01613	27
HG01614	29
HG01615	31
HG01616	29
HG01617	26
HG01618	26
HG01619	28
HG01620	25
HG01621	29
HG01622	28
HG01623	26
HG01624	27
HG01625	26
HG01626	30
HG01627	30
HG01628	25
HG01629	30
HG01630	26
HG01631	26
HG01632	26
HG01633	31
HG01667	29
HG01668	27
HG01669	27
HG01670	26
HG01671	30
HG01672	27
HG01673	27
HG01674	30
HG01675	26
HG01676	27
HG01677	29
HG01678	25
HG01679	27
HG01680	26
HG01681	31
HG01682	27
HG01683	28
HG01684	26
HG01685	25
HG01686	26
HG01687	30
HG01694	27
HG01695	27
HG01696	30
HG01697	26
HG01698	28
HG01699	27
HG01700	26
HG01701	29
HG01702	26
HG01703	30
HG01704	27
HG01705	26
HG01706	31
HG01707	27
HG01708	27
HG01709	28
HG01710	29
HG01711	30
HG01746	27
HG01747	28
HG01748	28
HG01755	28
HG01756	28
HG01757	28
HG01761	27
HG01762	28
HG01763	29
HG01765	26
HG01766	28
HG01767	28
HG01768	28
HG01770	27
HG01771	30
HG01772	30
HG01773	28
HG01774	29
HG01775	30
HG01776	25
HG01777	28
HG01778	28
HG01779	29
HG01780	31
HG01781	32
HG01782	28
HG01783	27
HG01784	27
HG01785	32
HG01786	43
HG01789	26
HG01790	27
HG01791	24
HG01794	27
HG01795	33
HG01796	28
HG01797	27
HG01798	38
HG01799	24
HG01800	28
HG01801	28
HG01802	29
HG01804	26
HG01805	26
HG01806	28
HG01807	27
HG01808	28
HG01809	29
HG01810	26
HG01811	27
HG01812	27
HG01813	28
HG01815	26
HG01816	30
HG01817	28
HG01840	28
HG01841	28
HG01842	28
HG01843	28
HG01844	27
HG01845	27
HG01846	48
HG01847	29
HG01848	30
HG01849	29
HG01850	31
HG01851	28
HG01852	29
HG01853	28
HG01855	29
HG01857	28
HG01858	27
HG01859	27
HG01860	27
HG01861	29
HG01862	29
HG01863	28
HG01864	29
HG01865	29
HG01866	28
HG01867	28
HG01868	28
HG01869	26
HG01870	27
HG01871	28
HG01872	29
HG01873	28
HG01874	28
HG01878	29
HG01879	28
HG01880	25
HG01881	28
HG01882	28
HG01883	28
HG01884	29
HG01885	28
HG01886	27
HG01887	30
HG01888	28
HG01889	25
HG01890	27
HG01891	28
HG01892	27
HG01893	25
HG01894	35
HG01895	31
HG01896	27
HG01897	30
HG01898	29
HG01912	25
HG01914	25
HG01915	25
HG01916	27
HG01917	26
HG01918	27
HG01919	28
HG01920	27
HG01921	26
HG01922	28
HG01923	26
HG01924	27
HG01925	30
HG01926	28
HG01927	29
HG01928	30
HG01932	28
HG01933	28
HG01934	31
HG01935	30
HG01936	26
HG01937	27
HG01938	31
HG01939	29
HG01940	29
HG01941	30
HG01942	28
HG01943	28
HG01944	29
HG01945	28
HG01946	30
HG01947	26
HG01948	30
HG01949	27
HG01950	25
HG01951	25
HG01952	27
HG01953	28
HG01954	26
HG01955	30
HG01956	28
HG01958	28
HG01959	27
HG01960	30
HG01961	25
HG01965	26
HG01967	26
HG01968	29
HG01969	29
HG01970	27
HG01971	29
HG01972	29
HG01973	25
HG01974	25
HG01975	29
HG01976	27
HG01977	25
HG01978	31
HG01979	29
HG01980	24
HG01981	28
HG01982	29
HG01983	33
HG01984	29
HG01985	25
HG01986	25
HG01987	29
HG01988	26
HG01989	26
HG01990	26
HG01991	25
HG01992	25
HG01993	27
HG01997	25
HG01998	28
HG02002	28
HG02003	26
HG02004	27
HG02006	29
HG02008	25
HG02009	25
HG02010	25
HG02011	27
HG02012	33
HG02013	29
HG02014	26
HG02015	28
HG02016	25
HG02017	25
HG02018	32
HG02019	25
HG02020	26
HG02023	27
HG02024	27
HG02025	27
HG02026	24
HG02027	28
HG02028	25
HG02029	27
HG02030	28
HG02031	26
HG02032	27
HG02035	29
HG02040	28
HG02047	29
HG02048	27
HG02049	28
HG02050	31
HG02051	29
HG02052	26
HG02053	26
HG02054	25
HG02055	29
HG02056	28
HG02057	27
HG02058	30
HG02059	28
HG02060	27
HG02061	30
HG02064	26
HG02067	28
HG02068	27
HG02069	24
HG02070	26
HG02071	29
HG02072	28
HG02073	27
HG02074	35
HG02075	27
HG02076	28
HG02077	33
HG02078	25
HG02079	26
HG02080	28
HG02081	26
HG02082	25
HG02083	29
HG02084	25
HG02085	26
HG02086	25
HG02087	28
HG02088	29
HG02089	25
HG02090	27
HG02091	29
HG02095	28
HG02102	26
HG02104	30
HG02105	25
HG02106	35
HG02107	35
HG02108	28
HG02111	28
HG02113	27
HG02116	27
HG02120	29
HG02121	25
HG02122	28
HG02126	29
HG02127	28
HG02128	28
HG02129	29
HG02130	28
HG02131	27
HG02132	28
HG02133	28
HG02134	28
HG02135	29
HG02136	27
HG02137	28
HG02138	28
HG02139	28
HG02140	28
HG02141	28
HG02142	29
HG02143	36
HG02144	25
HG02145	28
HG02146	25
HG02147	28
HG02148	29
HG02150	28
HG02151	33
HG02152	27
HG02153	29
HG02154	28
HG02155	25
HG02156	28
HG02164	30
HG02165	28
HG02166	26
HG02178	27
HG02179	28
HG02180	28
HG02181	27
HG02182	29
HG02184	29
HG02185	27
HG02186	28
HG02187	26
HG02188	27
HG02190	28
HG02215	28
HG02219	30
HG02220	27
HG02221	27
HG02222	28
HG02223	27
HG02224	28
HG02225	27
HG02229	27
HG02230	29
HG02231	26
HG02232	28
HG02233	28
HG02234	27
HG02235	27
HG02236	28
HG02237	27
HG02238	28
HG02239	27
HG02240	28
HG02250	27
HG02252	30
HG02253	28
HG02255	28
HG02256	26
HG02257	28
HG02258	28
HG02259	28
HG02260	28
HG02261	27
HG02262	30
HG02265	26
HG02266	28
HG02271	28
HG02272	29
HG02273	27
HG02274	29
HG02275	27
HG02277	28
HG02278	27
HG02279	28
HG02280	30
HG02281	25
HG02282	28
HG02283	28
HG02284	27
HG02285	27
HG02286	26
HG02287	28
HG02291	27
HG02292	28
HG02293	27
HG02298	27
HG02299	27
HG02300	28
HG02301	27
HG02302	29
HG02303	28
HG02304	28
HG02307	28
HG02308	28
HG02309	26
HG02312	27
HG02314	28
HG02315	25
HG02316	26
HG02317	25
HG02318	25
HG02321	28
HG02322	25
HG02323	27
HG02325	28
HG02330	26
HG02332	28
HG02334	27
HG02337	28
HG02339	26
HG02343	26
HG02345	28
HG02348	25
HG02351	31
HG02353	26
HG02355	26
HG02356	27
HG02360	26
HG02364	28
HG02367	27
HG02371	27
HG02373	41
HG02374	30
HG02375	30
HG02379	26
HG02380	27
HG02382	26
HG02383	26
HG02384	25
HG02385	25
HG02386	26
HG02389	25
HG02390	25
HG02391	27
HG02392	27
HG02394	27
HG02395	27
HG02396	28
HG02397	26
HG02398	25
HG02399	27
HG02401	26
HG02402	25
HG02406	27
HG02407	27
HG02408	26
HG02409	27
HG02410	27
HG02419	25
HG02420	27
HG02425	27
HG02427	27
HG02429	28
HG02433	27
HG02439	28
HG02442	27
HG02445	30
HG02449	29
HG02450	28
HG02451	29
HG02455	29
HG02461	29
HG02462	29
HG02463	30
HG02464	26
HG02465	26
HG02466	31
HG02470	28
HG02471	29
HG02476	29
HG02477	28
HG02479	28
HG02481	27
HG02484	29
HG02485	27
HG02489	29
HG02490	30
HG02491	29
HG02492	29
HG02493	27
HG02494	20
HG02495	31
HG02496	27
HG02497	28
HG02501	27
HG02502	26
HG02505	26
HG02508	28
HG02511	31
HG02512	29
HG02513	28
HG02514	31
HG02521	28
HG02522	25
HG02523	28
HG02524	25
HG02525	25
HG02526	25
HG02536	30
HG02537	28
HG02541	28
HG02545	25
HG02546	28
HG02549	29
HG02554	32
HG02555	29
HG02557	27
HG02558	28
HG02561	30
HG02562	31
HG02563	28
HG02568	26
HG02569	30
HG02570	28
HG02571	27
HG02572	28
HG02573	32
HG02574	25
HG02575	36
HG02577	29
HG02580	27
HG02582	27
HG02583	34
HG02584	29
HG02585	24
HG02586	27
HG02587	28
HG02588	28
HG02589	37
HG02590	28
HG02594	26
HG02595	28
HG02596	28
HG02597	27
HG02600	29
HG02601	27
HG02602	30
HG02603	28
HG02604	27
HG02605	29
HG02610	26
HG02611	27
HG02612	29
HG02613	28
HG02614	26
HG02615	30
HG02620	27
HG02621	26
HG02622	30
HG02623	27
HG02624	35
HG02625	29
HG02628	27
HG02629	27
HG02630	30
HG02634	30
HG02635	28
HG02636	30
HG02642	28
HG02643	26
HG02644	31
HG02645	28
HG02646	27
HG02647	31
HG02648	27
HG02649	26
HG02650	30
HG02651	27
HG02652	27
HG02653	31
HG02654	28
HG02655	27
HG02656	31
HG02657	26
HG02658	27
HG02659	30
HG02660	28
HG02661	27
HG02662	29
HG02666	27
HG02667	27
HG02668	26
HG02675	27
HG02676	27
HG02677	29
HG02678	28
HG02679	28
HG02680	27
HG02681	27
HG02682	26
HG02683	25
HG02684	28
HG02685	27
HG02686	30
HG02687	28
HG02688	29
HG02689	29
HG02690	27
HG02691	30
HG02692	35
HG02694	27
HG02696	28
HG02697	27
HG02698	28
HG02699	27
HG02700	27
HG02701	28
HG02702	26
HG02703	25
HG02704	42
HG02715	29
HG02716	28
HG02717	29
HG02721	27
HG02722	27
HG02723	30
HG02724	22
HG02725	29
HG02726	27
HG02727	28
HG02728	32
HG02729	28
HG02731	26
HG02733	27
HG02734	26
HG02735	30
HG02736	28
HG02737	27
HG02738	34
HG02756	27
HG02757	34
HG02759	28
HG02760	25
HG02761	29
HG02762	28
HG02763	31
HG02764	28
HG02768	29
HG02769	29
HG02770	27
HG02771	27
HG02772	28
HG02773	28
HG02774	25
HG02775	25
HG02776	25
HG02778	26
HG02780	31
HG02783	52
HG02784	27
HG02785	28
HG02786	29
HG02787	30
HG02788	28
HG02789	24
HG02790	44
HG02791	28
HG02792	25
HG02793	28
HG02794	29
HG02798	29
HG02799	26
HG02800	30
HG02804	29
HG02805	26
HG02806	28
HG02807	34
HG02808	26
HG02809	27
HG02810	26
HG02811	27
HG02812	28
HG02813	25
HG02814	32
HG02815	28
HG02816	29
HG02817	26
HG02818	28
HG02819	28
HG02820	26
HG02821	27
HG02836	27
HG02837	26
HG02838	28
HG02839	28
HG02840	24
HG02841	27
HG02851	25
HG02852	25
HG02853	25
HG02854	29
HG02855	30
HG02856	27
HG02860	29
HG02861	27
HG02862	26
HG02869	28
HG02870	28
HG02871	27
HG02878	27
HG02879	27
HG02880	28
HG02881	26
HG02882	28
HG02883	28
HG02884	26
HG02885	35
HG02886	31
HG02887	26
HG02888	26
HG02889	28
HG02890	26
HG02891	28
HG02892	29
HG02895	30
HG02896	27
HG02897	27
HG02922	26
HG02923	27
HG02924	27
HG02938	31
HG02941	27
HG02943	27
HG02944	31
HG02945	28
HG02946	27
HG02947	26
HG02948	28
HG02952	26
HG02953	24
HG02954	27
HG02964	25
HG02965	28
HG02966	26
HG02968	27
HG02970	25
HG02971	27
HG02972	28
HG02973	26
HG02974	26
HG02975	28
HG02976	28
HG02977	25
HG02978	31
HG02979	28
HG02980	28
HG02981	27
HG02982	26
HG02983	27
HG02984	30
HG03006	29
HG03007	21
HG03008	28
HG03009	26
HG03012	26
HG03015	28
HG03016	28
HG03017	28
HG03018	28
HG03019	27
HG03021	27
HG03022	30
HG03024	25
HG03025	25
HG03026	27
HG03027	25
HG03028	24
HG03029	28
HG03033	28
HG03034	25
HG03035	24
HG03039	25
HG03040	25
HG03041	27
HG03045	28
HG03046	25
HG03047	26
HG03048	26
HG03049	25
HG03050	27
HG03052	27
HG03054	31
HG03055	28
HG03056	24
HG03057	24
HG03058	27
HG03060	28
HG03061	29
HG03063	27
HG03064	29
HG03065	27
HG03066	28
HG03069	32
HG03072	39
HG03073	30
HG03074	26
HG03077	26
HG03078	27
HG03079	25
HG03081	30
HG03082	29
HG03084	27
HG03085	24
HG03086	25
HG03088	28
HG03091	26
HG03095	24
HG03096	25
HG03097	28
HG03098	27
HG03099	29
HG03100	29
HG03101	28
HG03103	38
HG03105	27
HG03108	34
HG03109	29
HG03110	28
HG03111	28
HG03112	26
HG03113	25
HG03114	26
HG03115	24
HG03116	28
HG03117	31
HG03118	28
HG03119	25
HG03120	29
HG03121	29
HG03122	27
HG03123	27
HG03124	27
HG03125	28
HG03126	29
HG03127	24
HG03128	27
HG03129	26
HG03130	37
HG03131	26
HG03132	27
HG03133	31
HG03134	25
HG03135	27
HG03136	27
HG03137	27
HG03139	30
HG03157	29
HG03159	28
HG03160	25
HG03161	27
HG03162	26
HG03163	28
HG03164	28
HG03166	27
HG03168	29
HG03169	29
HG03170	27
HG03172	27
HG03175	28
HG03189	27
HG03190	25
HG03191	27
HG03193	28
HG03195	27
HG03196	26
HG03197	26
HG03198	27
HG03199	27
HG03200	26
HG03202	24
HG03209	27
HG03212	28
HG03224	27
HG03225	28
HG03228	25
HG03229	25
HG03230	26
HG03234	26
HG03235	31
HG03236	26
HG03237	28
HG03238	28
HG03239	26
HG03240	26
HG03241	28
HG03242	25
HG03246	27
HG03247	29
HG03248	28
HG03249	28
HG03250	28
HG03251	28
HG03258	30
HG03259	35
HG03260	28
HG03265	25
HG03267	29
HG03268	26
HG03269	26
HG03270	46
HG03271	28
HG03272	26
HG03279	30
HG03280	30
HG03291	26
HG03294	26
HG03295	27
HG03296	25
HG03297	26
HG03298	29
HG03299	28
HG03300	27
HG03301	27
HG03302	27
HG03303	27
HG03304	27
HG03305	28
HG03306	27
HG03307	28
HG03308	27
HG03309	25
HG03310	26
HG03311	29
HG03312	25
HG03313	27
HG03314	26
HG03342	29
HG03343	37
HG03344	27
HG03350	29
HG03351	31
HG03352	25
HG03354	26
HG03363	26
HG03366	31
HG03367	31
HG03368	26
HG03369	34
HG03370	27
HG03371	27
HG03372	34
HG03373	26
HG03374	25
HG03376	25
HG03378	27
HG03380	28
HG03382	25
HG03385	28
HG03388	28
HG03391	28
HG03394	28
HG03397	24
HG03401	24
HG03410	25
HG03419	27
HG03428	27
HG03432	29
HG03433	33
HG03436	29
HG03437	27
HG03438	27
HG03439	31
HG03442	27
HG03445	27
HG03446	26
HG03449	28
HG03451	27
HG03452	32
HG03453	27
HG03454	25
HG03455	27
HG03456	26
HG03457	35
HG03458	25
HG03460	28
HG03461	26
HG03464	26
HG03469	26
HG03470	29
HG03472	25
HG03473	24
HG03476	26
HG03478	30
HG03479	30
HG03480	27
HG03484	25
HG03485	26
HG03486	28
HG03487	26
HG03488	28
HG03489	26
HG03490	28
HG03491	27
HG03492	26
HG03499	34
HG03511	29
HG03514	26
HG03515	27
HG03516	25
HG03517	33
HG03518	27
HG03519	29
HG03520	27
HG03521	29
HG03522	28
HG03538	27
HG03539	26
HG03540	30
HG03547	27
HG03548	27
HG03556	28
HG03557	31
HG03558	27
HG03559	27
HG03563	27
HG03565	29
HG03567	27
HG03571	31
HG03572	25
HG03574	27
HG03575	28
HG03576	23
HG03577	26
HG03578	27
HG03579	27
HG03582	27
HG03583	27
HG03584	27
HG03585	28
HG03589	26
HG03593	27
HG03594	26
HG03595	32
HG03596	27
HG03598	23
HG03600	25
HG03603	34
HG03604	28
HG03605	24
HG03606	29
HG03607	26
HG03611	3
HG03615	30
HG03616	28
HG03617	27
HG03618	27
HG03619	25
HG03620	27
HG03624	27
HG03625	33
HG03626	27
HG03629	27
HG03631	26
HG03633	28
HG03634	28
HG03635	26
HG03636	26
HG03639	29
HG03640	25
HG03641	25
HG03642	28
HG03643	28
HG03644	24
HG03645	26
HG03646	25
HG03649	28
HG03650	25
HG03651	26
HG03652	30
HG03653	26
HG03654	27
HG03660	31
HG03663	28
HG03667	29
HG03668	27
HG03669	28
HG03672	45
HG03673	27
HG03679	27
HG03680	25
HG03681	25
HG03682	25
HG03683	28
HG03684	28
HG03685	26
HG03686	27
HG03687	24
HG03688	28
HG03689	30
HG03690	27
HG03691	30
HG03692	27
HG03693	28
HG03694	27
HG03695	27
HG03696	29
HG03697	27
HG03698	28
HG03699	29
HG03700	27
HG03701	28
HG03702	29
HG03703	25
HG03704	27
HG03705	28
HG03706	26
HG03707	27
HG03708	34
HG03709	27
HG03710	29
HG03711	27
HG03713	28
HG03714	29
HG03716	26
HG03717	29
HG03718	25
HG03719	28
HG03720	27
HG03721	27
HG03722	28
HG03725	28
HG03727	29
HG03729	28
HG03730	26
HG03731	26
HG03732	27
HG03733	31
HG03736	24
HG03738	28
HG03740	27
HG03741	29
HG03742	29
HG03743	28
HG03744	28
HG03745	25
HG03746	28
HG03750	29
HG03752	28
HG03753	27
HG03754	28
HG03755	24
HG03756	27
HG03757	24
HG03760	28
HG03761	28
HG03762	26
HG03763	27
HG03765	28
HG03767	25
HG03770	27
HG03771	27
HG03772	27
HG03773	35
HG03774	28
HG03775	28
HG03777	28
HG03778	33
HG03779	28
HG03780	26
HG03781	27
HG03782	25
HG03784	28
HG03785	26
HG03786	29
HG03787	27
HG03788	28
HG03789	28
HG03790	28
HG03792	28
HG03793	25
HG03794	28
HG03795	28
HG03796	26
HG03797	28
HG03798	28
HG03799	27
HG03800	27
HG03801	27
HG03802	29
HG03803	24
HG03804	26
HG03805	30
HG03806	30
HG03807	25
HG03808	27
HG03809	29
HG03812	26
HG03814	25
HG03815	31
HG03816	25
HG03817	29
HG03821	27
HG03823	27
HG03824	25
HG03825	27
HG03826	25
HG03829	27
HG03830	25
HG03831	27
HG03832	25
HG03833	28
HG03834	27
HG03836	28
HG03837	28
HG03838	28
HG03844	26
HG03846	27
HG03848	27
HG03849	28
HG03850	28
HG03851	28
HG03854	29
HG03856	24
HG03857	26
HG03858	26
HG03861	26
HG03862	27
HG03863	26
HG03864	30
HG03866	27
HG03867	27
HG03868	30
HG03869	28
HG03870	24
HG03871	29
HG03872	28
HG03873	27
HG03874	29
