sample_name,cluster
HG01271,America.2
HG01274,America.2
NA19650,America.2
HG01110,America.2
HG01103,America.2
HG01491,America.2
HG01556,America.2
HG01130,America.2
HG01390,America.2
HG01069,America.2
HG01551,America.2
HG01191,America.2
HG01414,America.2
HG01462,America.2
HG01089,America.2
HG01305,America.2
HG01474,America.2
HG01432,America.2
HG01054,America.2
HG01053,America.2
HG01457,America.2
NA19649,America.2
HG01383,America.2
HG01198,America.2
HG01497,America.2
NA19648,America.2
HG01258,America.2
NA19679,America.2
HG00642,America.2
HG01345,America.2
HG01437,America.2
HG01276,America.2
HG01413,America.2
HG00736,America.2
HG01259,America.2
HG01459,America.2
HG01403,America.2
HG01077,America.2
HG01051,America.2
HG01049,America.2
HG01136,America.2
HG01286,America.2
HG01376,America.2
HG01362,America.2
HG01302,America.2
HG01248,America.2
HG00639,America.2
HG01105,America.2
HG01183,America.2
HG01205,America.2
HG01133,America.2
HG01325,America.2
HG00742,America.2
HG01485,America.2
HG01178,America.2
HG01488,America.2
HG01204,America.2
HG01441,America.2
HG01490,America.2
HG01104,America.2
HG01048,America.2
HG01187,America.2
HG01385,America.2
NA19750,America.2
HG01175,America.2
HG01140,America.2
HG00552,America.2
HG01141,America.2
HG01374,America.2
HG01431,America.2
HG01356,America.2
HG01389,America.2
HG01468,America.2
HG01440,America.2
HG01443,America.2
HG01197,America.2
HG01323,America.2
HG01174,America.2
HG01269,America.2
HG01071,America.2
HG01106,America.2
HG01066,America.2
HG01137,America.2
HG01272,America.2
HG01398,America.2
HG01402,America.2
HG01254,America.2
HG01182,America.2
HG01456,America.2
HG01056,America.2
HG01142,America.2
HG01360,America.2
HG01058,America.2
HG01494,America.2
HG01465,America.2
HG01184,America.2
HG01095,America.2
HG01489,America.2
HG01256,America.2
HG01149,America.2
HG01250,America.2
HG01148,America.2
HG01083,America.2
HG01162,America.2
HG01412,America.2
HG01312,America.2
HG01249,America.2
HG01344,America.2
HG01280,America.2
HG01438,America.2
HG01085,America.2
HG00733,America.2
HG01354,America.2
HG02006,America.2
HG01493,America.2
HG01138,America.2
HG01092,America.2
HG01357,America.2
HG01102,America.2
HG00740,America.2
HG01122,America.2
HG01189,America.2
HG01466,America.2
HG01171,America.2
HG01112,America.2
HG01375,America.2
HG01070,America.2
HG00638,America.2
HG01098,America.2
HG01072,America.2
HG01275,America.2
HG01114,America.2
HG01061,America.2
HG01372,America.2
HG01391,America.2
HG01342,America.2
HG01192,America.2
HG01260,America.2
HG01349,America.2
HG01247,America.2
NA19676,America.2
HG00640,America.2
HG01464,America.2
HG01063,America.2
HG01113,America.2
HG00732,America.2
HG01499,America.2
HG01433,America.2
HG01253,America.2
HG01172,America.2
HG01101,America.2
HG01444,America.2
HG01463,America.2
HG01099,America.2
HG01139,America.2
HG01552,America.2
HG01094,America.2
HG01395,America.2
HG01055,America.2
HG01199,America.2
HG01261,America.2
HG01168,America.2
HG01060,America.2
HG00553,America.2
HG01348,America.2
HG01082,America.2
HG01067,America.2
HG01087,America.2
HG01341,America.2
NA19653,America.2
HG01393,America.2
HG01303,America.2
HG01188,America.2
HG01343,America.2
HG01176,America.2
HG01486,America.2
HG01252,America.2
HG01068,America.2
HG01135,America.2
HG01359,America.2
HG01377,America.2
HG01050,America.2
HG01131,America.2
HG01173,America.2
HG01190,America.2
HG01492,America.2
NA19764,America.2
HG01170,America.2
HG01111,America.2
HG01257,America.2
HG01251,America.2
HG01097,America.2
HG01169,America.2
HG01080,America.2
HG01167,America.2
HG00739,America.2
HG01496,America.2
HG01125,America.2
HG00641,America.2
HG00734,America.2
HG02090,America.2
HG01073,America.2
NA20299,America.2
HG01284,America.2
HG00735,America.2
HG01346,America.2
HG01086,America.2
HG01121,America.2
HG01405,America.2
HG01150,America.2
HG01164,America.2
HG00731,America.2
HG01075,America.2
NA19677,America.2
HG01363,America.2
HG01074,America.2
HG01326,America.2
HG01177,America.2
HG01378,America.2
NA19792,America.2
HG01079,America.2
HG00555,America.2
HG01498,America.2
HG00551,America.2
HG00737,America.2
HG01439,America.2
HG01311,America.2
HG01308,America.2
HG01396,America.2
HG01084,America.2
NA20274,America.2
HG01088,America.2
HG01353,America.2
HG01447,America.2
HG01350,America.2
HG01351,America.2
NA18525,East_Asia.1
NA18526,East_Asia.1
NA18528,East_Asia.1
NA18530,East_Asia.1
NA18531,East_Asia.1
NA18532,East_Asia.1
NA18533,East_Asia.1
NA18534,East_Asia.1
NA18535,East_Asia.1
NA18536,East_Asia.1
NA18537,East_Asia.1
NA18538,East_Asia.1
NA18539,East_Asia.1
NA18541,East_Asia.1
NA18542,East_Asia.1
NA18543,East_Asia.1
NA18544,East_Asia.1
NA18545,East_Asia.1
NA18546,East_Asia.1
NA18547,East_Asia.1
NA18548,East_Asia.1
NA18549,East_Asia.1
NA18550,East_Asia.1
NA18552,East_Asia.1
NA18553,East_Asia.1
NA18555,East_Asia.1
NA18557,East_Asia.1
NA18558,East_Asia.1
NA18559,East_Asia.1
NA18560,East_Asia.1
NA18561,East_Asia.1
NA18562,East_Asia.1
NA18563,East_Asia.1
NA18564,East_Asia.1
NA18565,East_Asia.1
NA18566,East_Asia.1
NA18567,East_Asia.1
NA18570,East_Asia.1
NA18571,East_Asia.1
NA18572,East_Asia.1
NA18573,East_Asia.1
NA18574,East_Asia.1
NA18577,East_Asia.1
NA18579,East_Asia.1
NA18582,East_Asia.1
NA18591,East_Asia.1
NA18592,East_Asia.1
NA18593,East_Asia.1
NA18595,East_Asia.1
NA18596,East_Asia.1
NA18597,East_Asia.1
NA18599,East_Asia.1
NA18602,East_Asia.1
NA18603,East_Asia.1
NA18605,East_Asia.1
NA18606,East_Asia.1
NA18608,East_Asia.1
NA18609,East_Asia.1
NA18610,East_Asia.1
NA18611,East_Asia.1
NA18612,East_Asia.1
NA18613,East_Asia.1
NA18614,East_Asia.1
NA18615,East_Asia.1
NA18616,East_Asia.1
NA18617,East_Asia.1
NA18618,East_Asia.1
NA18619,East_Asia.1
NA18620,East_Asia.1
NA18621,East_Asia.1
NA18622,East_Asia.1
NA18623,East_Asia.1
NA18624,East_Asia.1
NA18625,East_Asia.1
NA18626,East_Asia.1
NA18627,East_Asia.1
NA18628,East_Asia.1
NA18629,East_Asia.1
NA18630,East_Asia.1
NA18631,East_Asia.1
NA18632,East_Asia.1
NA18633,East_Asia.1
NA18634,East_Asia.1
NA18635,East_Asia.1
NA18636,East_Asia.1
NA18637,East_Asia.1
NA18638,East_Asia.1
NA18639,East_Asia.1
NA18640,East_Asia.1
NA18641,East_Asia.1
NA18642,East_Asia.1
NA18643,East_Asia.1
NA18644,East_Asia.1
NA18645,East_Asia.1
NA18646,East_Asia.1
NA18647,East_Asia.1
NA18648,East_Asia.1
NA18740,East_Asia.1
NA18745,East_Asia.1
NA18747,East_Asia.1
NA18748,East_Asia.1
NA18749,East_Asia.1
NA18757,East_Asia.1
HG00403,East_Asia.1
HG00404,East_Asia.1
HG00405,East_Asia.1
HG00406,East_Asia.1
HG00407,East_Asia.1
HG00408,East_Asia.1
HG00409,East_Asia.1
HG00410,East_Asia.1
HG00418,East_Asia.1
HG00419,East_Asia.1
HG00420,East_Asia.1
HG00421,East_Asia.1
HG00422,East_Asia.1
HG00423,East_Asia.1
HG00427,East_Asia.1
HG00428,East_Asia.1
HG00429,East_Asia.1
HG00436,East_Asia.1
HG00437,East_Asia.1
HG00438,East_Asia.1
HG00442,East_Asia.1
HG00443,East_Asia.1
HG00444,East_Asia.1
HG00445,East_Asia.1
HG00446,East_Asia.1
HG00447,East_Asia.1
HG00448,East_Asia.1
HG00449,East_Asia.1
HG00450,East_Asia.1
HG00451,East_Asia.1
HG00452,East_Asia.1
HG00453,East_Asia.1
HG00457,East_Asia.1
HG00458,East_Asia.1
HG00459,East_Asia.1
HG00463,East_Asia.1
HG00464,East_Asia.1
HG00465,East_Asia.1
HG00472,East_Asia.1
HG00473,East_Asia.1
HG00474,East_Asia.1
HG00475,East_Asia.1
HG00476,East_Asia.1
HG00477,East_Asia.1
HG00478,East_Asia.1
HG00479,East_Asia.1
HG00480,East_Asia.1
HG00500,East_Asia.1
HG00501,East_Asia.1
HG00502,East_Asia.1
HG00512,East_Asia.1
HG00513,East_Asia.1
HG00514,East_Asia.1
HG00524,East_Asia.1
HG00525,East_Asia.1
HG00526,East_Asia.1
HG00530,East_Asia.1
HG00531,East_Asia.1
HG00532,East_Asia.1
HG00533,East_Asia.1
HG00534,East_Asia.1
HG00535,East_Asia.1
HG00536,East_Asia.1
HG00537,East_Asia.1
HG00538,East_Asia.1
HG00542,East_Asia.1
HG00543,East_Asia.1
HG00544,East_Asia.1
HG00556,East_Asia.1
HG00557,East_Asia.1
HG00558,East_Asia.1
HG00559,East_Asia.1
HG00560,East_Asia.1
HG00561,East_Asia.1
HG00565,East_Asia.1
HG00566,East_Asia.1
HG00567,East_Asia.1
HG00577,East_Asia.1
HG00578,East_Asia.1
HG00579,East_Asia.1
HG00580,East_Asia.1
HG00581,East_Asia.1
HG00582,East_Asia.1
HG00583,East_Asia.1
HG00584,East_Asia.1
HG00585,East_Asia.1
HG00589,East_Asia.1
HG00590,East_Asia.1
HG00591,East_Asia.1
HG00592,East_Asia.1
HG00593,East_Asia.1
HG00594,East_Asia.1
HG00595,East_Asia.1
HG00596,East_Asia.1
HG00597,East_Asia.1
HG00598,East_Asia.1
HG00599,East_Asia.1
HG00607,East_Asia.1
HG00608,East_Asia.1
HG00609,East_Asia.1
HG00610,East_Asia.1
HG00611,East_Asia.1
HG00612,East_Asia.1
HG00613,East_Asia.1
HG00614,East_Asia.1
HG00615,East_Asia.1
HG00619,East_Asia.1
HG00620,East_Asia.1
HG00621,East_Asia.1
HG00622,East_Asia.1
HG00623,East_Asia.1
HG00625,East_Asia.1
HG00626,East_Asia.1
HG00627,East_Asia.1
HG00628,East_Asia.1
HG00629,East_Asia.1
HG00630,East_Asia.1
HG00631,East_Asia.1
HG00632,East_Asia.1
HG00634,East_Asia.1
HG00635,East_Asia.1
HG00636,East_Asia.1
HG00650,East_Asia.1
HG00651,East_Asia.1
HG00652,East_Asia.1
HG00653,East_Asia.1
HG00654,East_Asia.1
HG00655,East_Asia.1
HG00656,East_Asia.1
HG00657,East_Asia.1
HG00658,East_Asia.1
HG00662,East_Asia.1
HG00663,East_Asia.1
HG00664,East_Asia.1
HG00671,East_Asia.1
HG00672,East_Asia.1
HG00673,East_Asia.1
HG00674,East_Asia.1
HG00675,East_Asia.1
HG00683,East_Asia.1
HG00684,East_Asia.1
HG00685,East_Asia.1
HG00689,East_Asia.1
HG00690,East_Asia.1
HG00692,East_Asia.1
HG00693,East_Asia.1
HG00694,East_Asia.1
HG00698,East_Asia.1
HG00699,East_Asia.1
HG00700,East_Asia.1
HG00701,East_Asia.1
HG00702,East_Asia.1
HG00703,East_Asia.1
HG00704,East_Asia.1
HG00705,East_Asia.1
HG00706,East_Asia.1
HG00707,East_Asia.1
HG00708,East_Asia.1
HG00709,East_Asia.1
HG00717,East_Asia.1
HG00728,East_Asia.1
HG00729,East_Asia.1
NA18939,East_Asia.1
NA18940,East_Asia.1
NA18941,East_Asia.1
NA18942,East_Asia.1
NA18943,East_Asia.1
NA18944,East_Asia.1
NA18945,East_Asia.1
NA18946,East_Asia.1
NA18947,East_Asia.1
NA18948,East_Asia.1
NA18949,East_Asia.1
NA18950,East_Asia.1
NA18951,East_Asia.1
NA18952,East_Asia.1
NA18953,East_Asia.1
NA18954,East_Asia.1
NA18956,East_Asia.1
NA18957,East_Asia.1
NA18959,East_Asia.1
NA18960,East_Asia.1
NA18961,East_Asia.1
NA18962,East_Asia.1
NA18963,East_Asia.1
NA18964,East_Asia.1
NA18965,East_Asia.1
NA18966,East_Asia.1
NA18967,East_Asia.1
NA18968,East_Asia.1
NA18969,East_Asia.1
NA18970,East_Asia.1
NA18971,East_Asia.1
NA18972,East_Asia.1
NA18973,East_Asia.1
NA18974,East_Asia.1
NA18975,East_Asia.1
NA18976,East_Asia.1
NA18977,East_Asia.1
NA18978,East_Asia.1
NA18979,East_Asia.1
NA18980,East_Asia.1
NA18981,East_Asia.1
NA18982,East_Asia.1
NA18983,East_Asia.1
NA18984,East_Asia.1
NA18985,East_Asia.1
NA18986,East_Asia.1
NA18987,East_Asia.1
NA18988,East_Asia.1
NA18989,East_Asia.1
NA18990,East_Asia.1
NA18991,East_Asia.1
NA18992,East_Asia.1
NA18993,East_Asia.1
NA18994,East_Asia.1
NA18995,East_Asia.1
NA18997,East_Asia.1
NA18998,East_Asia.1
NA18999,East_Asia.1
NA19000,East_Asia.1
NA19001,East_Asia.1
NA19002,East_Asia.1
NA19003,East_Asia.1
NA19004,East_Asia.1
NA19005,East_Asia.1
NA19006,East_Asia.1
NA19007,East_Asia.1
NA19009,East_Asia.1
NA19010,East_Asia.1
NA19011,East_Asia.1
NA19012,East_Asia.1
NA19054,East_Asia.1
NA19055,East_Asia.1
NA19056,East_Asia.1
NA19057,East_Asia.1
NA19058,East_Asia.1
NA19059,East_Asia.1
NA19060,East_Asia.1
NA19062,East_Asia.1
NA19063,East_Asia.1
NA19064,East_Asia.1
NA19065,East_Asia.1
NA19066,East_Asia.1
NA19067,East_Asia.1
NA19068,East_Asia.1
NA19070,East_Asia.1
NA19072,East_Asia.1
NA19074,East_Asia.1
NA19075,East_Asia.1
NA19076,East_Asia.1
NA19077,East_Asia.1
NA19078,East_Asia.1
NA19079,East_Asia.1
NA19080,East_Asia.1
NA19081,East_Asia.1
NA19082,East_Asia.1
NA19083,East_Asia.1
NA19084,East_Asia.1
NA19085,East_Asia.1
NA19086,East_Asia.1
NA19087,East_Asia.1
NA19088,East_Asia.1
NA19089,East_Asia.1
NA19090,East_Asia.1
NA19091,East_Asia.1
HG02091,East_Asia.1
HG00759,East_Asia.2
HG00766,East_Asia.2
HG00844,East_Asia.2
HG00851,East_Asia.2
HG00864,East_Asia.2
HG00867,East_Asia.2
HG00879,East_Asia.2
HG00881,East_Asia.2
HG00956,East_Asia.2
HG00978,East_Asia.2
HG00982,East_Asia.2
HG01028,East_Asia.2
HG01029,East_Asia.2
HG01031,East_Asia.2
HG01046,East_Asia.2
HG01794,East_Asia.2
HG01795,East_Asia.2
HG01796,East_Asia.2
HG01797,East_Asia.2
HG01798,East_Asia.2
HG01799,East_Asia.2
HG01800,East_Asia.2
HG01801,East_Asia.2
HG01802,East_Asia.2
HG01804,East_Asia.2
HG01805,East_Asia.2
HG01806,East_Asia.2
HG01807,East_Asia.2
HG01808,East_Asia.2
HG01809,East_Asia.2
HG01810,East_Asia.2
HG01811,East_Asia.2
HG01812,East_Asia.2
HG01813,East_Asia.2
HG01815,East_Asia.2
HG01816,East_Asia.2
HG01817,East_Asia.2
HG02151,East_Asia.2
HG02152,East_Asia.2
HG02153,East_Asia.2
HG02154,East_Asia.2
HG02155,East_Asia.2
HG02156,East_Asia.2
HG02164,East_Asia.2
HG02165,East_Asia.2
HG02166,East_Asia.2
HG02178,East_Asia.2
HG02179,East_Asia.2
HG02180,East_Asia.2
HG02181,East_Asia.2
HG02182,East_Asia.2
HG02184,East_Asia.2
HG02185,East_Asia.2
HG02186,East_Asia.2
HG02187,East_Asia.2
HG02188,East_Asia.2
HG02190,East_Asia.2
HG02250,East_Asia.2
HG02351,East_Asia.2
HG02353,East_Asia.2
HG02355,East_Asia.2
HG02356,East_Asia.2
HG02360,East_Asia.2
HG02364,East_Asia.2
HG02367,East_Asia.2
HG02371,East_Asia.2
HG02373,East_Asia.2
HG02374,East_Asia.2
HG02375,East_Asia.2
HG02379,East_Asia.2
HG02380,East_Asia.2
HG02382,East_Asia.2
HG02383,East_Asia.2
HG02384,East_Asia.2
HG02385,East_Asia.2
HG02386,East_Asia.2
HG02389,East_Asia.2
HG02390,East_Asia.2
HG02391,East_Asia.2
HG02392,East_Asia.2
HG02394,East_Asia.2
HG02395,East_Asia.2
HG02396,East_Asia.2
HG02397,East_Asia.2
HG02398,East_Asia.2
HG02399,East_Asia.2
HG02401,East_Asia.2
HG02402,East_Asia.2
HG02406,East_Asia.2
HG02407,East_Asia.2
HG02408,East_Asia.2
HG02409,East_Asia.2
HG02410,East_Asia.2
HG01595,East_Asia.2
HG01596,East_Asia.2
HG01597,East_Asia.2
HG01598,East_Asia.2
HG01599,East_Asia.2
HG01600,East_Asia.2
HG01840,East_Asia.2
HG01841,East_Asia.2
HG01842,East_Asia.2
HG01843,East_Asia.2
HG01844,East_Asia.2
HG01845,East_Asia.2
HG01846,East_Asia.2
HG01847,East_Asia.2
HG01848,East_Asia.2
HG01849,East_Asia.2
HG01850,East_Asia.2
HG01851,East_Asia.2
HG01852,East_Asia.2
HG01853,East_Asia.2
HG01855,East_Asia.2
HG01857,East_Asia.2
HG01858,East_Asia.2
HG01859,East_Asia.2
HG01860,East_Asia.2
HG01861,East_Asia.2
HG01862,East_Asia.2
HG01863,East_Asia.2
HG01864,East_Asia.2
HG01865,East_Asia.2
HG01866,East_Asia.2
HG01867,East_Asia.2
HG01868,East_Asia.2
HG01869,East_Asia.2
HG01870,East_Asia.2
HG01871,East_Asia.2
HG01872,East_Asia.2
HG01873,East_Asia.2
HG01874,East_Asia.2
HG01878,East_Asia.2
HG02015,East_Asia.2
HG02016,East_Asia.2
HG02017,East_Asia.2
HG02018,East_Asia.2
HG02019,East_Asia.2
HG02020,East_Asia.2
HG02023,East_Asia.2
HG02024,East_Asia.2
HG02025,East_Asia.2
HG02026,East_Asia.2
HG02027,East_Asia.2
HG02028,East_Asia.2
HG02029,East_Asia.2
HG02030,East_Asia.2
HG02031,East_Asia.2
HG02032,East_Asia.2
HG02035,East_Asia.2
HG02040,East_Asia.2
HG02047,East_Asia.2
HG02048,East_Asia.2
HG02049,East_Asia.2
HG02050,East_Asia.2
HG02056,East_Asia.2
HG02057,East_Asia.2
HG02058,East_Asia.2
HG02059,East_Asia.2
HG02060,East_Asia.2
HG02061,East_Asia.2
HG02064,East_Asia.2
HG02067,East_Asia.2
HG02068,East_Asia.2
HG02069,East_Asia.2
HG02070,East_Asia.2
HG02071,East_Asia.2
HG02072,East_Asia.2
HG02073,East_Asia.2
HG02074,East_Asia.2
HG02075,East_Asia.2
HG02076,East_Asia.2
HG02077,East_Asia.2
HG02078,East_Asia.2
HG02079,East_Asia.2
HG02080,East_Asia.2
HG02081,East_Asia.2
HG02082,East_Asia.2
HG02083,East_Asia.2
HG02084,East_Asia.2
HG02085,East_Asia.2
HG02086,East_Asia.2
HG02087,East_Asia.2
HG02088,East_Asia.2
HG02113,East_Asia.2
HG02116,East_Asia.2
HG02120,East_Asia.2
HG02121,East_Asia.2
HG02122,East_Asia.2
HG02126,East_Asia.2
HG02127,East_Asia.2
HG02128,East_Asia.2
HG02129,East_Asia.2
HG02130,East_Asia.2
HG02131,East_Asia.2
HG02132,East_Asia.2
HG02133,East_Asia.2
HG02134,East_Asia.2
HG02135,East_Asia.2
HG02136,East_Asia.2
HG02137,East_Asia.2
HG02138,East_Asia.2
HG02139,East_Asia.2
HG02140,East_Asia.2
HG02141,East_Asia.2
HG02142,East_Asia.2
HG02512,East_Asia.2
HG02513,East_Asia.2
HG02514,East_Asia.2
HG02521,East_Asia.2
HG02522,East_Asia.2
HG02523,East_Asia.2
HG02524,East_Asia.2
HG02525,East_Asia.2
HG02526,East_Asia.2
HGDP00785,East_Asia_America_Oceanic
HGDP01313,East_Asia_America_Oceanic
HGDP01100,East_Asia_America_Oceanic
HGDP00975,East_Asia_America_Oceanic
HGDP01323,East_Asia_America_Oceanic
HGDP01238,East_Asia_America_Oceanic
HGDP01192,East_Asia_America_Oceanic
HGDP00754,East_Asia_America_Oceanic
Sir26,East_Asia_America_Oceanic
HGDP00952,East_Asia_America_Oceanic
Ale14,East_Asia_America_Oceanic
HGDP01337,East_Asia_America_Oceanic
HGDP01228,East_Asia_America_Oceanic
HGDP00106,East_Asia_America_Oceanic
HGDP00828,East_Asia_America_Oceanic
HGDP00720,East_Asia_America_Oceanic
HGDP00762,East_Asia_America_Oceanic
HGDP01305,East_Asia_America_Oceanic
HGDP01182,East_Asia_America_Oceanic
HGDP01209,East_Asia_America_Oceanic
HGDP01234,East_Asia_America_Oceanic
HGDP01296,East_Asia_America_Oceanic
HGDP00821,East_Asia_America_Oceanic
HGDP00960,East_Asia_America_Oceanic
HGDP00780,East_Asia_America_Oceanic
Mansi79,East_Asia_America_Oceanic
HGDP00121,East_Asia_America_Oceanic
HGDP00784,East_Asia_America_Oceanic
HGDP01356,East_Asia_America_Oceanic
HGDP00758,East_Asia_America_Oceanic
HGDP00103,East_Asia_America_Oceanic
NA13607,East_Asia_America_Oceanic
HGDP00763,East_Asia_America_Oceanic
HGDP01096,East_Asia_America_Oceanic
HGDP01196,East_Asia_America_Oceanic
HGDP00105,East_Asia_America_Oceanic
HGDP01340,East_Asia_America_Oceanic
HGDP00119,East_Asia_America_Oceanic
HGDP01185,East_Asia_America_Oceanic
HGDP01329,East_Asia_America_Oceanic
HGDP00769,East_Asia_America_Oceanic
HGDP00815,East_Asia_America_Oceanic
HGDP00971,East_Asia_America_Oceanic
HGDP01334,East_Asia_America_Oceanic
HGDP01354,East_Asia_America_Oceanic
HGDP01330,East_Asia_America_Oceanic
HGDP01021,East_Asia_America_Oceanic
HGDP00957,East_Asia_America_Oceanic
HGDP00949,East_Asia_America_Oceanic
HGDP01231,East_Asia_America_Oceanic
HGDP01350,East_Asia_America_Oceanic
HGDP00973,East_Asia_America_Oceanic
HGDP00755,East_Asia_America_Oceanic
HGDP01101,East_Asia_America_Oceanic
HGDP00950,East_Asia_America_Oceanic
HGDP01301,East_Asia_America_Oceanic
Nesk_22,East_Asia_America_Oceanic
HGDP00790,East_Asia_America_Oceanic
Tuba19,East_Asia_America_Oceanic
HGDP01328,East_Asia_America_Oceanic
HGDP01024,East_Asia_America_Oceanic
HGDP01240,East_Asia_America_Oceanic
HGDP00959,East_Asia_America_Oceanic
HGDP00955,East_Asia_America_Oceanic
HGDP01193,East_Asia_America_Oceanic
HGDP01248,East_Asia_America_Oceanic
Sir19,East_Asia_America_Oceanic
HGDP01251,East_Asia_America_Oceanic
HGDP01249,East_Asia_America_Oceanic
HGDP00713,East_Asia_America_Oceanic
HGDP01339,East_Asia_America_Oceanic
NA17385,East_Asia_America_Oceanic
HGDP01304,East_Asia_America_Oceanic
HGDP01310,East_Asia_America_Oceanic
HGDP00956,East_Asia_America_Oceanic
HGDP00771,East_Asia_America_Oceanic
HGDP01232,East_Asia_America_Oceanic
HGDP00749,East_Asia_America_Oceanic
HGDP00108,East_Asia_America_Oceanic
HGDP00964,East_Asia_America_Oceanic
HGDP00777,East_Asia_America_Oceanic
HGDP01319,East_Asia_America_Oceanic
HGDP01205,East_Asia_America_Oceanic
HGDP00716,East_Asia_America_Oceanic
HGDP01347,East_Asia_America_Oceanic
HGDP01204,East_Asia_America_Oceanic
HGDP01223,East_Asia_America_Oceanic
HGDP01342,East_Asia_America_Oceanic
HGDP01335,East_Asia_America_Oceanic
HGDP00946,East_Asia_America_Oceanic
Bu5,East_Asia_America_Oceanic
Ale32,East_Asia_America_Oceanic
HGDP01294,East_Asia_America_Oceanic
HGDP01236,East_Asia_America_Oceanic
HGDP01246,East_Asia_America_Oceanic
HGDP00712,East_Asia_America_Oceanic
HGDP01217,East_Asia_America_Oceanic
Dus22,East_Asia_America_Oceanic
HGDP01348,East_Asia_America_Oceanic
HGDP00958,East_Asia_America_Oceanic
HGDP01237,East_Asia_America_Oceanic
Tuba9,East_Asia_America_Oceanic
HGDP00715,East_Asia_America_Oceanic
HGDP01297,East_Asia_America_Oceanic
NA17386,East_Asia_America_Oceanic
HGDP00817,East_Asia_America_Oceanic
HGDP01229,East_Asia_America_Oceanic
HGDP00776,East_Asia_America_Oceanic
HGDP00102,East_Asia_America_Oceanic
HGDP01097,East_Asia_America_Oceanic
HGDP00122,East_Asia_America_Oceanic
HGDP00773,East_Asia_America_Oceanic
HGDP01102,East_Asia_America_Oceanic
HGDP00976,East_Asia_America_Oceanic
HGDP00714,East_Asia_America_Oceanic
HGDP01242,East_Asia_America_Oceanic
HGDP01295,East_Asia_America_Oceanic
HGDP01179,East_Asia_America_Oceanic
HGDP01213,East_Asia_America_Oceanic
CHI-034,East_Asia_America_Oceanic
HGDP01241,East_Asia_America_Oceanic
HGDP01299,East_Asia_America_Oceanic
HGDP00752,East_Asia_America_Oceanic
HGDP01338,East_Asia_America_Oceanic
HGDP01190,East_Asia_America_Oceanic
HGDP01233,East_Asia_America_Oceanic
HGDP01226,East_Asia_America_Oceanic
altai363p,East_Asia_America_Oceanic
HGDP00818,East_Asia_America_Oceanic
HGDP00820,East_Asia_America_Oceanic
HGDP01098,East_Asia_America_Oceanic
HGDP01220,East_Asia_America_Oceanic
HGDP01208,East_Asia_America_Oceanic
HGDP00120,East_Asia_America_Oceanic
HGDP00812,East_Asia_America_Oceanic
HGDP01317,East_Asia_America_Oceanic
HGDP00945,East_Asia_America_Oceanic
HGDP00811,East_Asia_America_Oceanic
HGDP00813,East_Asia_America_Oceanic
HGDP00972,East_Asia_America_Oceanic
HGDP00109,East_Asia_America_Oceanic
HGDP01245,East_Asia_America_Oceanic
HGDP01184,East_Asia_America_Oceanic
HGDP01353,East_Asia_America_Oceanic
Sir40,East_Asia_America_Oceanic
HGDP01288,East_Asia_America_Oceanic
HGDP00947,East_Asia_America_Oceanic
HGDP01219,East_Asia_America_Oceanic
HGDP01230,East_Asia_America_Oceanic
HGDP01247,East_Asia_America_Oceanic
HGDP01346,East_Asia_America_Oceanic
HGDP01227,East_Asia_America_Oceanic
HGDP01322,East_Asia_America_Oceanic
HGDP00721,East_Asia_America_Oceanic
Nesk_25,East_Asia_America_Oceanic
HGDP01308,East_Asia_America_Oceanic
HGDP01207,East_Asia_America_Oceanic
Ul5,East_Asia_America_Oceanic
HGDP01243,East_Asia_America_Oceanic
HGDP00951,East_Asia_America_Oceanic
HGDP01189,East_Asia_America_Oceanic
HGDP01327,East_Asia_America_Oceanic
HGDP00750,East_Asia_America_Oceanic
HGDP01355,East_Asia_America_Oceanic
HGDP01195,East_Asia_America_Oceanic
Esk29,East_Asia_America_Oceanic
HGDP01312,East_Asia_America_Oceanic
Bishkek28439,East_Asia_America_Oceanic
HGDP00953,East_Asia_America_Oceanic
HGDP00766,East_Asia_America_Oceanic
HGDP00127,East_Asia_America_Oceanic
Kor82,East_Asia_America_Oceanic
HGDP00954,East_Asia_America_Oceanic
HGDP00822,East_Asia_America_Oceanic
Kusunda02,East_Asia_America_Oceanic
HGDP01287,East_Asia_America_Oceanic
HGDP01197,East_Asia_America_Oceanic
HGDP01333,East_Asia_America_Oceanic
HGDP00969,East_Asia_America_Oceanic
HGDP01302,East_Asia_America_Oceanic
NA13616,East_Asia_America_Oceanic
HGDP01303,East_Asia_America_Oceanic
HGDP01326,East_Asia_America_Oceanic
HGDP00962,East_Asia_America_Oceanic
HGDP01352,East_Asia_America_Oceanic
HGDP01214,East_Asia_America_Oceanic
HGDP00711,East_Asia_America_Oceanic
HGDP00779,East_Asia_America_Oceanic
HGDP01298,East_Asia_America_Oceanic
Nlk3,East_Asia_America_Oceanic
HGDP01250,East_Asia_America_Oceanic
Ul31,East_Asia_America_Oceanic
HGDP01332,East_Asia_America_Oceanic
HGDP01191,East_Asia_America_Oceanic
HGDP01341,East_Asia_America_Oceanic
HGDP01221,East_Asia_America_Oceanic
HGDP01186,East_Asia_America_Oceanic
HGDP01300,East_Asia_America_Oceanic
HGDP00977,East_Asia_America_Oceanic
HGDP01344,East_Asia_America_Oceanic
HGDP01309,East_Asia_America_Oceanic
HGDP01224,East_Asia_America_Oceanic
HGDP00760,East_Asia_America_Oceanic
HGDP00966,East_Asia_America_Oceanic
