sample_name,library,Breed
HG03132,short,HUMAN
HG03105,short,HUMAN
HG03175,short,HUMAN
HG03265,short,HUMAN
HG03303,short,HUMAN
HG03352,short,HUMAN
HG03372,short,HUMAN
HG03268,short,HUMAN
HG03279,short,HUMAN
HG03367,short,HUMAN
HG02970,short,HUMAN
HG02952,short,HUMAN
HG02977,short,HUMAN
HG03118,short,HUMAN
HG03159,short,HUMAN
HG03195,short,HUMAN
HG03370,short,HUMAN
HG02979,short,HUMAN
HG03166,short,HUMAN
HG03202,short,HUMAN
HG03298,short,HUMAN
HG03351,short,HUMAN
HG03521,short,HUMAN
HG02943,short,HUMAN
HG03109,short,HUMAN
HG03135,short,HUMAN
HG02923,short,HUMAN
HG02944,short,HUMAN
HG03099,short,HUMAN
HG03124,short,HUMAN
HG03136,short,HUMAN
HG03271,short,HUMAN
HG03294,short,HUMAN
HG02947,short,HUMAN
HG03130,short,HUMAN
HG03162,short,HUMAN
HG03198,short,HUMAN
HG02938,short,HUMAN
HG03103,short,HUMAN
HG03111,short,HUMAN
HG03112,short,HUMAN
HG03127,short,HUMAN
HG03189,short,HUMAN
HG03304,short,HUMAN
HG03354,short,HUMAN
HG03499,short,HUMAN
HG03515,short,HUMAN
HG03270,short,HUMAN
HG03301,short,HUMAN
HG02946,short,HUMAN
HG03129,short,HUMAN
HG03169,short,HUMAN
HG03172,short,HUMAN
HG03343,short,HUMAN
HG02941,short,HUMAN
HG03126,short,HUMAN
HG03139,short,HUMAN
HG03190,short,HUMAN
HG03311,short,HUMAN
HG03363,short,HUMAN
HG03511,short,HUMAN
HG03518,short,HUMAN
HG02974,short,HUMAN
HG03108,short,HUMAN
HG03114,short,HUMAN
HG03123,short,HUMAN
HG02973,short,HUMAN
HG03115,short,HUMAN
HG03121,short,HUMAN
HG03133,short,HUMAN
