Sample name,Biosample ID,Universal_ID,Population elastic IDs,Population name,Population description,Superpopulation name,Population latitude,Population longitude,Color
NA19082,SAME123370,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19076,SAME122819,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19087,SAME123367,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19083,SAME123371,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19828,SAME125246,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19088,SAME123360,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19835,SAME125029,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19090,SAME123175,JPT,JapaneseHGDP;JapaneseSGDP;JPT,Japanese,Japanese in Japan,East Asia,38.0,138.0,#008000
NA19900,SAME125050,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19095,SAME123170,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20287,SAME124580,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19917,SAME125272,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20294,SAME124776,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19924,SAME124714,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20299,SAME124381,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20128,SAME122887,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20274,SAME123615,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20314,SAME125304,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20279,SAME123616,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20281,SAME124584,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20321,SAME123996,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19746,SAME123502,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20340,SAME124400,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19758,SAME123706,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20787,SAME123609,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19760,SAME123895,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20799,SAME123822,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19772,SAME124066,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20802,SAME125366,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19777,SAME124063,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20807,SAME125363,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19784,SAME123151,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20814,SAME125188,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19789,SAME123152,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20819,SAME125183,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19796,SAME123330,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20821,SAME123075,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19094,SAME123171,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20826,SAME123070,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19099,SAME125240,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20845,SAME123430,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA19102,SAME125112,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20852,SAME123244,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA19107,SAME123393,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19114,SAME122953,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20357,SAME124599,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA19119,SAME122944,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA19121,SAME125015,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20504,SAME124360,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19138,SAME125236,YRI,YRI;YorubaHGDP;YorubaSGDP,Yoruba,"Yoruba in Ibadan, Nigeria",Africa,7.4,3.92,#800080
NA20509,SAME124354,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19683,SAME122936,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20511,SAME124563,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19703,SAME124230,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20516,SAME124556,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20528,SAME124012,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19722,SAME124696,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20530,SAME124169,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19727,SAME123639,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20535,SAME124166,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19734,SAME124873,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20542,SAME125150,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA19741,SAME124718,MXL,MXL;MixeSGDP;MixtecSGDP,Mexican Ancestry,"Mexican Ancestry in Los Angeles, California",America,34.0544,-118.2439,#FF0000
NA20585,SAME122861,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20298,SAME124382,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20756,SAME124175,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20763,SAME124365,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20768,SAME124372,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20318,SAME123802,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20770,SAME124576,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20320,SAME123997,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20775,SAME124573,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20332,SAME124198,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20864,SAME123944,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20869,SAME123801,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20876,SAME123599,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20351,SAME124596,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20356,SAME124598,ASW,ASW,Africa SW,Africa in Southwest US,Africa,35.483,-97.53333,#800080
NA20908,SAME123777,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20910,SAME123100,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21088,SAME123143,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20503,SAME124357,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA21090,SAME123320,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20508,SAME124355,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA21095,SAME123318,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20510,SAME124562,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20888,SAME125258,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20515,SAME124559,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20890,SAME123671,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20522,SAME124017,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20895,SAME123666,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20786,SAME123610,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20903,SAME122921,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20798,SAME123821,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20801,SAME125365,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20806,SAME125362,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20813,SAME125189,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20818,SAME125184,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20832,SAME122894,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA21127,SAME124027,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20849,SAME123433,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20851,SAME123245,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21141,SAME125205,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20856,SAME123247,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21103,SAME124439,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21126,SAME124026,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21108,SAME124442,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21133,SAME123831,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21110,SAME124180,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21115,SAME124183,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20527,SAME124013,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA21122,SAME124030,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20534,SAME124165,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20539,SAME124164,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20541,SAME125147,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20589,SAME122865,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20755,SAME124174,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20762,SAME124744,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20767,SAME124369,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA20774,SAME124572,TSI,TSI,Toscani,Toscani in Italy,West Eurasia,42.1,12.0,#0000FF
NA21102,SAME124438,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21107,SAME124435,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21114,SAME124184,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21119,SAME123584,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20863,SAME123805,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20868,SAME123800,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20870,SAME122839,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20875,SAME123596,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20882,SAME123882,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21087,SAME123138,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21094,SAME123317,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA21099,SAME123325,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20887,SAME123879,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20894,SAME123667,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20899,SAME123140,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
NA20902,SAME122922,GIH,GIH,Gujarati,"Gujarati Indians in Houston, TX",South Asia,29.7589,-95.3677,#FFA500
HG00142,SAME124818,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00138,SAME123059,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00154,SAME124587,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00140,SAME124396,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00159,SAME124586,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00145,SAME124391,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00173,SAME124960,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00178,SAME124964,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00157,SAME124590,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00180,SAME123645,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00171,SAME124961,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00185,SAME123648,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00176,SAME124956,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00231,SAME124126,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00183,SAME123642,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00236,SAME123273,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00188,SAME123641,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00243,SAME123224,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00190,SAME123856,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00234,SAME124123,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00250,SAME123054,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00239,SAME124130,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00255,SAME123049,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00246,SAME123219,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00262,SAME123580,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00253,SAME123051,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00267,SAME123577,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00258,SAME123057,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00274,SAME123422,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00260,SAME123582,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00281,SAME122832,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00265,SAME123579,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00306,SAME124159,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00272,SAME123420,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00313,SAME124337,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00277,SAME123423,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00318,SAME124333,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00501,SAME123362,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00320,SAME123797,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00513,SAME123526,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00325,SAME123793,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00525,SAME123242,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00332,SAME123987,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00532,SAME125268,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00337,SAME123984,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00537,SAME124345,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00344,SAME125255,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00544,SAME124086,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00349,SAME124925,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00551,SAME124252,PUR,PUR,Puerto Rican,Puerto Rican in Puerto Rico,America,18.4,-66.1,#FF0000
HG00351,SAME125122,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00556,SAME123971,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00356,SAME125123,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00582,SAME124830,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00368,SAME124535,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00378,SAME124745,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00375,SAME124750,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00380,SAME123031,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00096,SAME123268,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00405,SAME123159,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00429,SAME122812,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00109,SAME125160,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00436,SAME125262,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00111,SAME125340,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00443,SAME124920,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00116,SAME125345,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00448,SAME124200,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00123,SAME122875,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00450,SAME125167,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00128,SAME122868,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00474,SAME123343,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00130,SAME123063,GBR,GBR;EnglishSGDP,British,British in England and Scotland,West Eurasia,52.486243,-1.890401,#0000FF
HG00479,SAME123334,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00284,SAME122835,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00304,SAME1840118,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00309,SAME124160,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00311,SAME124339,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00323,SAME123795,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00328,SAME123799,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00330,SAME123985,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00335,SAME123982,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00342,SAME124924,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00361,SAME124538,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00366,SAME124541,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00373,SAME124749,FIN,FIN;FinnishSGDP,Finnish,Finnish in Finland,West Eurasia,60.17,24.93,#0000FF
HG00594,SAME125005,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00599,SAME1839802,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00607,SAME125373,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
HG00614,SAME125195,CHS,CHS,Southern Han Chinese,Han Chinese South,East Asia,23.13333,113.266667,#008000
